geneName	h1_T0	h1_T12	h2_T0	h2_T12
SPTBN5	4	7	6	9
SPTLC1	478	649	422	499
SPTLC2	160	552	151	439
SPTLC3	4	6	1	1
SPTSSA	45	65	31	59
SPTSSB	0	0	0	0
SPTY2D1	197	468	164	242
SQLE	694	490	482	305
SQSTM1	3296	1500	1581	891
SRA1	210	524	232	842
SRC	196	246	268	301
SRCAP	749	780	559	561
SRCIN1	2	0	1	0
SRCRB4D	6	7	8	2
SRD5A1	0	2	0	0
SRD5A3	8	10	7	19
SREBF2	1633	500	1386	475
SREK1	917	855	520	237
SREK1IP1	0	6	1	3
SRF	286	294	391	352
SRFBP1	513	865	494	498
SRGAP1	280	465	138	208
SRGAP2	571	193	450	125
SRGAP3	10	3	9	2
SRGN	17	30	14	15
SRI	391	564	402	583
SRL	0	0	0	0
SRM	270	1067	378	1776
SRMS	0	0	0	0
SRP14	1034	1351	1273	1441
SRP19	76	152	75	85
SRP54	389	825	356	554
SRP68	417	879	415	895
SRP9	5	6	10	5
SRPK1	309	640	257	396
SRPK2	225	245	157	160
SRPK3	48	46	80	37
SRPR	1585	2864	1666	3258
SRPRB	237	961	234	1138
SRPX	692	593	643	953
SRPX2	249	256	226	213
SRR	357	609	270	552
SRRD	120	173	73	189
SRRM1	236	148	106	86
SRRM2	4973	3419	3110	1847
SRRM4	0	0	0	0
SRRM5	0	0	0	0
SRRT	510	709	431	761
SRSF1	1469	3633	1195	2629
SRSF11	3097	2367	2077	869
SRSF12	1	1	1	1
SRSF2	1007	2258	1012	1731
SRSF3	737	1416	767	1515
SRSF4	681	739	736	730
SRSF5	2106	963	1882	566
SRSF6	1287	1266	1185	1094
SRSF7	408	844	434	1010
SRSF9	159	405	198	435
SS18	1111	1197	905	632
SS18L1	67	64	35	30
SSB	224	330	186	150
SSBP1	177	365	150	284
SSBP2	174	59	115	52
SSBP3	25	28	30	56
SSFA2	1066	1669	794	918
SSH2	162	362	65	155
SSH3	132	71	138	104
SSNA1	94	187	125	312
SSPN	213	102	114	32
SSR1	1507	4487	1147	2439
SSR2	1249	2604	1469	4533
SSR3	631	3603	516	2356
SSR4	698	884	994	1817
SSSCA1	88	180	112	348
SST	0	0	0	6
SSTR1	307	2038	618	1961
SSTR2	1	0	0	0
SSTR4	0	0	0	0
SSU72	606	931	658	1202
SSX2IP	111	184	79	116
ST14	0	2	0	1
ST18	0	0	0	0
ST3GAL2	156	163	153	201
ST3GAL3	117	144	145	230
ST3GAL4	136	211	97	283
ST3GAL5	157	126	79	75
ST3GAL6	14	41	11	25
ST5	410	217	334	217
ST6GAL1	4	3	1	1
ST6GAL2	0	0	0	1
ST6GALNAC1	0	0	0	0
ST6GALNAC2	3	1	12	2
ST6GALNAC3	0	1	0	0
ST6GALNAC4	169	370	165	416
ST6GALNAC5	180	185	109	65
ST6GALNAC6	202	185	215	272
ST7	115	170	100	194
ST7L	160	198	156	169
ST8SIA1	37	1	11	1
ST8SIA2	2	5	1	1
ST8SIA3	0	0	0	0
ST8SIA4	0	0	0	0
ST8SIA5	0	0	0	2
ST8SIA6	0	0	3	1
STAB1	44	57	36	82
STAB2	2	0	0	0
STAC	353	101	318	142
STAC2	0	0	0	2
STAC3	25	5	14	8
STAG1	826	795	576	370
STAM	464	542	304	322
STAM2	198	318	174	172
STAMBP	105	75	93	61
STAMBPL1	81	114	54	56
STAP1	0	1	0	0
STAR	0	0	0	0
STARD13	781	827	705	506
STARD3	196	266	212	284
STARD3NL	190	358	162	369
STARD4	475	312	287	196
STARD5	91	75	38	58
STARD6	0	0	0	0
STARD7	1394	1907	1119	1514
STARD8	8	26	7	22
STARD9	379	89	194	28
STAT1	10738	6201	4150	2299
STAT2	2144	953	1338	658
STAT3	1154	1297	887	1546
STAT5A	59	44	62	43
STAT6	1541	1399	1323	1478
STAU1	1086	1186	1051	1137
STBD1	15	22	13	28
STC1	51	969	40	2189
STC2	2619	2804	2416	2839
STEAP2	83	104	70	39
STEAP3	181	206	64	77
STEAP4	0	0	0	0
STIL	26	73	13	29
STIM1	763	437	663	460
STIM2	108	250	76	200
STIP1	287	797	290	1087
STK10	241	378	271	401
STK11	319	260	305	278
STK11IP	136	97	139	84
STK16	224	226	255	335
STK17A	83	159	163	221
STK17B	137	112	81	88
STK24	434	515	461	462
STK25	779	881	735	1020
STK3	229	177	299	101
STK31	0	0	0	0
STK32A	46	24	37	16
STK32B	188	492	233	506
STK33	2	1	1	0
STK35	303	361	208	276
STK36	301	182	243	149
STK38	1278	641	1115	520
STK38L	280	258	142	137
STK39	164	491	181	287
STK4	354	419	237	247
STK40	302	321	298	261
STMN1	301	351	230	188
STMN2	708	345	3279	1379
STMN3	28	47	28	82
STMN4	0	0	0	0
STOM	1304	1656	1386	1138
STOML1	167	203	201	347
STOML2	316	742	388	1108
STON1	393	73	294	97
STOX1	0	0	1	0
STOX2	14	2	3	0
STRA13	10	12	10	25
STRA6	0	70	2	36
STRA8	0	0	0	0
STRADA	205	167	177	165
STRAP	251	615	283	473
STRBP	82	41	59	24
STRN	397	513	260	233
STRN3	306	307	251	194
STRN4	421	519	469	606
STS	147	216	93	158
STT3A	1532	2212	1268	2028
STT3B	1063	2377	718	1189
STUB1	449	629	505	896
STX10	188	148	202	247
STX11	19	13	14	12
STX12	671	1029	690	928
STX16-NPEPL1	352	314	249	231
STX17	223	140	137	104
STX1A	19	78	22	73
STX1B	10	6	2	1
STX2	206	165	156	127
STX3	102	115	56	45
STX5	349	464	361	696
STX6	927	620	847	407
STX7	848	709	767	474
STX8	93	118	131	162
STXBP1	191	152	170	157
STXBP2	15	29	2	3
STXBP3	329	296	259	98
STXBP4	115	132	52	39
STXBP5	842	815	695	408
STXBP5L	0	0	0	0
STXBP6	132	386	112	197
STYK1	65	40	75	17
STYX	276	463	222	135
STYXL1	49	100	60	133
SUCLA2	58	93	54	40
SUCLG1	400	523	395	723
SUCNR1	0	0	0	0
SUDS3	425	402	357	312
SUFU	227	205	206	229
SUGP2	929	1008	699	722
SUGT1	56	89	53	49
SULF1	1851	1792	964	1797
SULT1B1	0	0	0	1
SULT1C2	0	0	0	0
SULT1C3	0	0	0	0
SULT1C4	0	0	0	0
SULT1E1	0	0	0	0
SULT2A1	0	0	0	0
SULT2B1	1	0	0	0
SULT4A1	3	6	6	12
SULT6B1	0	0	0	0
SUMF1	272	235	225	228
SUMF2	678	601	688	966
SUN1	1525	677	1328	494
SUN2	996	857	1466	885
SUN5	0	0	0	0
SUOX	93	95	101	116
SUPT16H	80	155	60	95
SUPT3H	45	40	36	44
SUPT4H1	63	101	79	140
SUPT5H	737	1256	731	1463
SUPT6H	1071	1388	944	1417
SUPT7L	539	522	492	382
SUPV3L1	168	231	172	236
SURF1	102	113	107	138
SURF2	33	37	31	65
SURF4	2803	6831	2750	7160
SURF6	64	114	58	100
SUSD1	81	75	92	62
SUSD3	0	0	0	0
SUSD4	1	2	0	4
SUSD5	13	31	10	25
SUV420H1	490	346	397	228
SUV420H2	28	13	23	11
SUZ12	85	97	50	45
SV2A	45	25	73	19
SV2B	0	0	0	0
SV2C	0	0	0	0
SVIL	256	195	205	196
SVIP	27	11	35	13
SVOPL	0	0	0	0
SWAP70	2489	1335	2344	1083
SWSAP1	3	2	4	4
SWT1	51	17	31	9
SYBU	54	21	142	79
SYCE1	0	1	0	1
SYCE1L	5	4	2	3
SYCE2	3	0	2	2
SYCN	0	0	0	0
SYCP1	0	0	0	0
SYCP2L	0	0	0	0
SYDE1	593	683	697	856
SYDE2	97	77	58	21
SYF2	361	226	315	161
SYK	0	0	0	0
SYNC	426	537	282	196
SYNCRIP	742	1939	598	1196
SYNDIG1	9	33	14	50
SYNE1	2542	3414	1873	1787
SYNGAP1	448	189	286	144
SYNGR1	138	82	168	143
SYNGR3	0	4	1	8
SYNGR4	0	0	0	0
SYNJ1	185	273	127	156
SYNJ2	314	1214	287	1276
SYNJ2BP	151	160	111	112
SYNM	59	32	20	4
SYNPO	471	296	1033	573
SYNPO2	3286	564	7677	1130
SYNPO2L	1	0	1	0
SYNPR	1	0	0	0
SYNRG	389	270	224	225
SYP	2	6	10	0
SYPL1	966	1059	835	602
SYPL2	23	3	41	4
SYS1	352	434	326	497
SYT1	334	29	4	2
SYT10	0	0	0	0
SYT11	352	113	326	134
SYT12	1	0	0	1
SYT13	0	0	0	0
SYT14	11	31	7	16
SYT15	23	4	8	6
SYT16	1	1	1	1
SYT17	0	0	0	1
SYT2	2	1	0	0
SYT3	0	1	2	0
SYT4	0	0	0	0
SYT5	0	2	0	0
SYT6	0	0	0	0
SYT7	4	9	0	23
SYT8	1	0	0	0
SYT9	3	0	0	0
SYTL1	1	0	1	0
SYTL2	387	121	848	213
SYTL3	8	80	9	22
SYTL4	85	48	71	30
SYTL5	0	0	0	1
SYVN1	375	704	368	746
T	0	0	0	0
TAAR1	0	0	0	0
TAAR2	0	0	0	0
TAAR5	0	0	0	0
TAB1	276	191	244	223
TAB2	1202	995	1096	755
TAB3	142	106	73	44
TAC1	0	1	0	0
TAC3	0	0	0	0
TACC1	942	762	428	393
TACC2	88	60	124	66
TACC3	20	24	10	20
TACO1	110	185	116	225
TACR1	1	31	1	29
TACR2	5	12	1	8
TACR3	0	0	0	0
TACSTD2	14	13	2	7
TADA1	45	56	44	76
TADA2A	69	113	69	86
TADA2B	267	284	276	300
TADA3	801	827	941	1195
TAF10	149	222	202	429
TAF12	196	329	206	376
TAF13	31	95	23	31
TAF15	360	510	312	345
TAF1A	31	51	27	35
TAF1B	76	102	75	44
TAF1C	90	76	73	60
TAF1D	442	539	357	186
TAF2	300	522	274	289
TAF3	149	160	116	139
TAF4	47	42	45	42
TAF4B	12	8	5	8
TAF5	60	90	43	57
TAF5L	111	119	91	134
TAF6	283	265	329	316
TAF6L	75	44	56	60
TAF7	1252	1533	1077	1281
TAF7L	0	1	1	1
TAF8	33	32	40	34
TAF9B	13	9	7	7
TAGAP	2	0	0	0
TAGLN	6265	15474	12790	24934
TAGLN2	338	668	532	1181
TAGLN3	0	9	0	12
TAL1	0	1	0	0
TAL2	0	0	0	0
TALDO1	547	828	637	1193
TAMM41	37	85	36	91
TANC1	632	513	730	248
TANC2	859	1355	450	553
TANK	468	343	424	143
TAOK1	862	931	363	312
TAOK2	543	735	466	686
TAOK3	344	510	234	279
TAP1	263	198	157	126
TAPBP	296	197	176	147
TAPBPL	147	107	99	77
TAPT1	101	72	70	55
TARBP1	148	189	80	123
TARBP2	105	157	132	214
TARS	1002	1048	1024	798
TARS2	75	108	54	114
TARSL2	106	105	98	65
TAS1R1	4	1	0	0
TAS1R2	0	0	0	0
TAS1R3	3	1	2	3
TAS2R1	0	1	0	0
TAS2R10	4	2	0	0
TAS2R14	39	45	56	26
TAS2R16	0	0	0	0
TAS2R3	2	2	1	0
TAS2R38	0	0	0	0
TAS2R4	2	4	0	0
TAS2R40	0	0	0	0
TAS2R41	0	0	0	0
TAS2R5	10	6	4	0
TAS2R50	2	1	0	0
TAS2R60	0	0	0	0
TAS2R7	0	0	0	0
TAS2R8	0	0	0	0
TAS2R9	0	0	0	0
TASP1	54	69	68	74
TAT	0	0	0	0
TATDN2	233	344	192	383
TATDN3	71	75	69	71
TAX1BP1	2152	1838	1944	868
TAX1BP3	296	467	360	611
TAZ	61	29	51	26
TBC1D1	143	419	111	205
TBC1D10B	247	278	248	301
TBC1D10C	33	6	11	0
TBC1D12	215	135	201	75
TBC1D13	115	143	97	123
TBC1D14	284	251	209	215
TBC1D15	382	257	274	126
TBC1D16	611	683	310	549
TBC1D17	322	96	331	165
TBC1D19	182	116	135	52
TBC1D2	268	351	189	229
TBC1D20	407	360	321	418
TBC1D21	0	0	0	0
TBC1D22A	120	122	100	130
TBC1D22B	57	51	52	41
TBC1D23	433	885	409	377
TBC1D2B	609	258	330	158
TBC1D30	4	2	3	2
TBC1D4	324	340	285	265
TBC1D5	500	323	288	203
TBC1D7	14	18	12	23
TBC1D8	137	18	29	12
TBC1D8B	236	283	163	133
TBC1D9	404	563	234	243
TBCB	147	188	140	266
TBCC	2	0	0	0
TBCCD1	49	45	25	36
TBCD	244	296	192	329
TBCE	107	181	83	189
TBCEL	542	577	452	346
TBK1	303	377	214	79
TBKBP1	110	62	67	37
TBL1XR1	1511	655	1021	424
TBL2	339	725	435	1176
TBL3	143	268	171	308
TBP	119	130	136	125
TBPL1	54	70	35	42
TBPL2	0	0	0	0
TBR1	0	0	0	0
TBRG1	613	508	469	472
TBRG4	214	559	273	594
TBX1	71	28	3	3
TBX10	0	0	0	0
TBX15	295	168	281	145
TBX18	473	289	268	167
TBX19	23	11	17	5
TBX2	27	67	17	95
TBX20	0	0	0	0
TBX21	0	0	0	0
TBX22	0	0	0	0
TBX3	373	1211	257	922
TBX4	1	0	0	0
TBX5	186	197	169	210
TBX6	3	1	3	1
TBXA2R	2	0	2	3
TBXAS1	1	3	2	13
TC2N	3	7	4	1
TCAP	6	2	0	2
TCEA1	256	159	178	75
TCEA2	266	123	349	247
TCEA3	90	34	58	35
TCEAL1	165	116	194	100
TCEAL3	2	2	2	1
TCEAL4	969	1012	918	620
TCEAL5	12	15	19	24
TCEANC	41	12	29	14
TCEANC2	42	42	25	34
TCEB3	602	1456	508	1377
TCERG1	375	755	345	360
TCERG1L	0	0	0	0
TCF12	1022	1113	920	756
TCF15	0	0	0	0
TCF19	66	196	40	164
TCF20	508	391	414	337
TCF21	0	1	0	0
TCF23	0	0	0	0
TCF3	187	242	179	247
TCF4	363	352	336	350
TCF7	6	39	7	71
TCF7L1	65	17	86	29
TCF7L2	377	101	438	133
TCFL5	65	80	58	81
TCHHL1	0	0	0	0
TCIRG1	464	597	353	395
TCL1A	0	0	0	0
TCL1B	0	0	0	0
TCN1	0	0	1	1
TCN2	94	40	115	88
TCOF1	192	426	182	523
TCP11	2	1	2	0
TCP11L1	274	361	239	273
TCP11L2	219	46	162	24
TCTA	378	384	367	508
TCTE1	1	0	0	0
TCTE3	0	0	0	0
TCTEX1D1	1	6	1	0
TCTEX1D2	43	81	34	67
TCTEX1D4	6	18	3	12
TCTN3	343	507	329	562
TDGF1	0	0	0	0
TDO2	2	2	0	0
TDP1	60	112	61	126
TDP2	274	332	207	177
TDRD1	0	0	0	0
TDRD10	2	0	2	0
TDRD12	0	0	1	0
TDRD3	138	108	98	61
TDRD5	0	0	0	0
TDRD6	21	0	7	0
TDRD7	148	71	156	67
TDRD9	1	1	4	0
TDRKH	22	15	13	5
TEAD1	5979	3917	5018	1815
TEAD2	198	68	211	180
TEAD3	313	289	449	303
TEAD4	38	43	27	71
TEC	0	1	0	0
TECPR1	164	123	152	100
TECRL	0	0	0	0
TECTA	16	20	15	11
TECTB	0	1	0	1
TEF	301	70	456	83
TEFM	71	93	60	56
TEK	86	266	8	28
TEKT1	0	0	0	0
TEKT2	1	0	0	0
TEKT3	2	2	3	2
TEKT5	1	0	0	0
TELO2	127	140	121	195
TEN1	86	97	111	133
TENC1	777	338	612	285
TEP1	300	296	211	199
TEPP	0	0	0	0
TERF2	72	79	63	94
TERF2IP	656	905	665	940
TERT	0	0	0	0
TES	329	459	413	327
TESC	0	0	0	0
TESK1	360	336	433	518
TESK2	30	12	27	15
TET1	20	16	15	19
TET2	333	266	188	146
TET3	63	45	31	33
TEX10	194	418	158	345
TEX101	0	1	0	0
TEX11	0	0	0	0
TEX12	1	0	1	0
TEX13A	0	0	0	0
TEX15	0	0	0	0
TEX19	1	0	0	0
TEX2	816	1028	908	978
TEX261	1222	1757	1260	1977
TEX9	32	18	13	3
TF	7	0	3	2
TFAM	52	64	32	30
TFAP2A	99	48	59	53
TFAP2B	0	0	0	0
TFAP2C	5	6	7	4
TFAP2D	0	0	0	0
TFAP2E	10	1	11	4
TFB1M	44	38	34	42
TFB2M	13	15	14	11
TFCP2	248	350	280	230
TFCP2L1	1	0	0	0
TFDP2	750	196	544	144
TFE3	1088	954	1134	890
TFEB	55	17	66	35
TFEC	2	0	0	0
TFF1	0	0	0	0
TFF2	0	0	0	0
TFF3	0	0	0	0
TFG	602	1255	662	1230
TFIP11	367	458	370	588
TFPI	302	130	129	75
TFPI2	167	767	84	417
TFPT	75	91	51	112
TFR2	0	5	3	9
TFRC	1523	3771	800	1957
TGDS	43	92	29	61
TGFA	57	1263	23	590
TGFB1	357	437	386	800
TGFB1I1	430	558	844	816
TGFB2	47	83	30	7
TGFB3	92	28	88	51
TGFBI	27567	42013	21265	51028
TGFBR1	1661	741	1297	475
TGFBR2	2835	5603	3316	4077
TGFBR3	1445	259	645	108
TGFBRAP1	363	337	290	257
TGIF1	377	148	372	232
TGIF2	185	107	157	115
TGM1	23	2	25	2
TGM2	489	10188	231	4988
TGM3	0	0	0	0
TGM4	0	1	0	0
TGM5	3	0	2	2
TGM7	0	0	0	0
TGOLN2	4077	3865	3170	2902
TGS1	140	224	106	197
TH	0	0	0	5
TH1L	335	448	277	323
THADA	297	430	219	301
THAP1	129	170	107	88
THAP10	8	10	4	9
THAP11	235	166	192	201
THAP2	117	131	65	93
THAP3	20	16	32	25
THAP4	350	355	326	574
THAP5	4	2	1	0
THAP6	180	204	124	94
THAP7	156	129	165	207
THAP8	34	17	31	25
THAP9	56	18	43	19
THBD	3	276	2	210
THBS1	187776	106274	234804	91340
THBS3	500	153	483	170
THBS4	5	12	73	125
THEG	0	0	1	0
THEM4	33	15	20	16
THEM5	4	2	9	0
THEMIS	8	2	2	0
THG1L	95	119	104	106
THNSL1	38	50	34	35
THNSL2	320	111	365	158
THOC1	144	162	105	62
THOC2	789	787	469	275
THOC5	214	222	318	264
THOC6	79	68	89	93
THOC7	218	350	218	205
THOP1	73	229	71	244
THPO	0	0	3	1
THRA	334	190	324	216
THRAP3	173	166	150	131
THRB	796	132	856	322
THRSP	1	0	1	0
THSD1	24	4	9	6
THSD7A	7	2	0	0
THSD7B	7	0	2	0
THUMPD1	139	132	88	87
THUMPD2	56	95	52	37
THUMPD3	312	508	243	303
THY1	7194	6813	14812	16692
THYN1	111	62	82	65
TIA1	880	517	593	278
TIAL1	563	670	469	523
TIAM1	69	146	16	30
TIAM2	204	129	129	60
TICAM1	2	2	6	4
TIE1	0	1	0	1
TIFA	38	54	14	34
TIFAB	0	0	0	0
TIGD1	40	40	36	33
TIGD4	5	2	1	0
TIGD6	13	32	11	18
TIGIT	0	0	0	0
TIMD4	0	0	0	0
TIMELESS	69	156	53	92
TIMM13	26	52	24	84
TIMM17A	439	1421	429	1006
TIMM17B	58	75	61	131
TIMM21	93	210	80	174
TIMM22	53	84	29	95
TIMM44	284	288	254	298
TIMM8A	15	48	22	47
TIMP2	7093	5345	6273	5707
TIMP3	19128	87051	24903	89458
TIMP4	2	1	0	0
TINAG	0	0	0	0
TINAGL1	10	4	3	2
TINF2	357	339	412	484
TIPARP	594	2482	402	1484
TIPIN	10	26	6	18
TIPRL	274	428	272	298
TIRAP	67	50	75	48
TJAP1	186	182	227	171
TJP1	1020	1018	733	504
TJP2	46	300	18	344
TJP3	1	0	0	0
TK1	1	14	7	15
TK2	158	123	153	147
TKT	2257	1066	1739	1463
TKTL1	0	0	0	2
TKTL2	0	0	0	0
TLCD1	29	43	19	80
TLCD2	28	6	17	2
TLE1	54	94	55	180
TLE2	37	20	52	34
TLE3	103	161	112	178
TLE4	441	487	461	527
TLE6	1	1	2	0
TLK1	432	197	227	79
TLL1	0	2	0	0
TLL2	5	11	6	10
TLN1	5213	8238	5173	6812
TLN2	364	1103	278	869
TLR1	7	4	7	2
TLR10	0	0	0	0
TLR2	0	0	0	0
TLR3	18	1	9	1
TLR4	327	142	182	108
TLR6	29	32	16	14
TLR7	0	0	0	0
TLR8	0	0	0	0
TLX1	0	0	1	0
TLX2	0	2	0	0
TLX3	0	0	0	0
TM2D1	226	199	214	102
TM2D2	373	647	339	753
TM2D3	119	84	108	82
TM4SF1	61	351	10	660
TM4SF18	0	0	0	0
TM4SF19	1	1	1	0
TM4SF20	9	4	2	0
TM4SF4	1	0	1	0
TM4SF5	0	0	0	0
TM6SF1	11	12	10	3
TM6SF2	22	16	22	33
TM7SF2	47	16	42	10
TM7SF3	196	152	189	130
TM7SF4	0	2	0	3
TM9SF2	1484	1631	1410	1484
TM9SF3	1031	1725	861	731
TM9SF4	787	705	840	720
TMBIM1	1657	1569	2004	2198
TMC1	0	0	0	0
TMC2	0	0	1	1
TMC3	7	5	1	2
TMC4	7	0	6	1
TMC5	0	0	2	0
TMC6	0	0	0	0
TMC7	4	6	4	8
TMC8	0	0	0	0
TMCC1	317	267	257	224
TMCC2	78	28	91	25
TMCC3	0	0	0	1
TMCO1	665	1360	540	870
TMCO4	90	130	69	139
TMCO5A	0	0	0	0
TMCO6	35	48	48	52
TMED1	253	313	296	546
TMED10	701	829	610	839
TMED3	728	1047	1035	2362
TMED4	637	519	683	613
TMED5	668	918	428	341
TMED8	16	25	10	12
TMED9	1641	3383	1703	4251
TMEFF2	5	1	14	2
TMEM100	4	2	2	6
TMEM101	156	256	158	297
TMEM102	12	8	10	3
TMEM104	24	74	22	83
TMEM105	0	0	0	0
TMEM106A	61	143	44	121
TMEM106B	371	296	203	92
TMEM106C	247	178	274	306
TMEM107	32	15	39	24
TMEM108	1	0	0	1
TMEM109	971	1022	1047	1313
TMEM11	211	235	295	365
TMEM111	303	360	273	448
TMEM114	0	0	0	0
TMEM115	671	629	637	697
TMEM117	106	292	95	145
TMEM119	1883	1621	1331	1697
TMEM120B	37	60	9	41
TMEM123	820	756	663	307
TMEM125	0	0	0	0
TMEM126A	99	228	117	152
TMEM126B	240	222	192	124
TMEM127	1025	1117	1029	1038
TMEM128	11	16	23	29
TMEM129	316	225	280	253
TMEM131	471	754	382	412
TMEM132A	84	81	132	155
TMEM132B	22	127	48	129
TMEM132D	3	5	0	0
TMEM132E	0	14	0	61
TMEM134	87	81	77	133
TMEM135	72	53	46	37
TMEM136	147	106	93	64
TMEM138	183	231	149	224
TMEM143	52	9	45	33
TMEM144	75	23	19	4
TMEM145	1	0	0	1
TMEM147	179	222	188	357
TMEM14A	113	119	135	91
TMEM14C	97	101	101	116
TMEM150A	190	141	196	170
TMEM150B	0	0	0	0
TMEM150C	4	3	12	2
TMEM151B	26	14	15	12
TMEM156	0	1	0	0
TMEM159	192	39	196	34
TMEM160	12	12	8	19
TMEM161A	130	98	123	137
TMEM163	1	2	1	0
TMEM164	3	4	4	8
TMEM165	621	1152	662	1243
TMEM168	430	454	248	239
TMEM17	60	46	57	14
TMEM170A	15	15	5	4
TMEM170B	128	28	60	18
TMEM171	135	58	99	19
TMEM173	458	408	578	686
TMEM174	0	0	0	0
TMEM176B	0	0	0	1
TMEM177	33	41	44	59
TMEM178	22	4	9	2
TMEM179B	216	230	243	368
TMEM180	13	4	6	3
TMEM181	712	1531	558	811
TMEM182	6	5	2	1
TMEM183A	390	422	368	613
TMEM184B	1015	1267	1302	1329
TMEM184C	522	456	325	286
TMEM186	69	68	80	65
TMEM188	9	6	5	7
TMEM19	155	139	120	86
TMEM190	7	0	5	0
TMEM192	86	70	45	38
TMEM194A	281	146	141	74
TMEM194B	37	34	21	18
TMEM196	0	0	0	0
TMEM198	54	33	42	46
TMEM199	132	239	137	309
TMEM200A	480	1153	690	912
TMEM200B	6	3	0	1
TMEM202	0	0	0	0
TMEM204	28	55	39	107
TMEM206	26	32	45	48
TMEM208	102	265	98	438
TMEM209	96	101	67	62
TMEM211	0	0	0	0
TMEM215	0	0	0	0
TMEM216	99	139	102	202
TMEM217	2	4	1	4
TMEM219	174	143	217	268
TMEM22	12	15	16	21
TMEM220	13	4	12	9
TMEM221	4	1	5	0
TMEM222	139	139	216	272
TMEM223	212	256	205	383
TMEM225	0	0	0	0
TMEM229B	2	0	0	0
TMEM232	5	3	3	2
TMEM234	107	76	106	105
TMEM237	406	432	687	421
TMEM238	1	1	0	1
TMEM242	35	32	34	31
TMEM25	43	12	47	19
TMEM26	14	3	3	2
TMEM27	2	0	0	0
TMEM30A	3985	4423	3349	2255
TMEM30C	0	0	0	0
TMEM31	0	0	2	1
TMEM33	215	524	170	260
TMEM37	13	0	0	0
TMEM38A	13	1	5	5
TMEM38B	137	176	64	84
TMEM39A	535	1128	505	1100
TMEM39B	93	116	112	140
TMEM40	0	0	0	0
TMEM41A	210	248	216	210
TMEM41B	173	224	155	207
TMEM42	248	99	217	166
TMEM43	2042	1925	2189	1980
TMEM44	75	65	51	44
TMEM45A	543	597	649	869
TMEM45B	0	0	0	0
TMEM47	131	96	120	74
TMEM5	127	169	83	143
TMEM51	10	54	2	11
TMEM52	2	3	9	7
TMEM53	113	141	108	147
TMEM54	65	70	74	98
TMEM55A	257	176	179	110
TMEM55B	260	219	254	209
TMEM56	1	0	1	0
TMEM59	2911	2663	3396	3447
TMEM59L	6	4	55	47
TMEM60	134	95	112	93
TMEM62	73	81	82	66
TMEM63A	325	214	240	147
TMEM63B	256	200	220	250
TMEM63C	27	17	21	10
TMEM64	364	416	242	233
TMEM65	168	124	141	80
TMEM66	2229	1921	1977	1223
TMEM67	173	80	120	57
TMEM68	121	99	84	66
TMEM70	112	308	93	224
TMEM71	2	1	1	1
TMEM72	1	0	0	0
TMEM74	0	0	0	0
TMEM74B	2	1	2	1
TMEM79	233	158	157	171
TMEM80	125	35	98	47
TMEM81	8	14	15	5
TMEM82	0	0	0	0
TMEM85	177	276	202	375
TMEM86A	38	9	29	20
TMEM86B	10	4	6	3
TMEM87A	463	840	428	620
TMEM87B	164	198	162	147
TMEM88	0	0	4	6
TMEM89	0	1	2	1
TMEM8A	378	557	364	546
TMEM8B	333	140	293	168
TMEM8C	0	0	0	0
TMEM9	358	208	465	388
TMEM92	0	2	1	2
TMEM93	69	136	100	182
TMEM95	0	0	0	0
TMEM97	479	328	316	327
TMEM98	34	25	44	37
TMEM9B	108	151	91	171
TMF1	625	1184	379	364
TMIE	2	0	2	0
TMIGD1	0	0	0	0
TMLHE	80	79	71	67
TMOD1	134	126	118	92
TMOD2	348	434	180	134
TMOD3	877	1075	614	526
TMOD4	1	0	0	0
TMPO	356	316	284	187
TMPRSS11A	0	0	0	0
TMPRSS11B	0	0	0	0
TMPRSS11D	1	0	0	0
TMPRSS11E	0	0	0	0
TMPRSS11F	0	0	0	0
TMPRSS12	0	0	0	0
TMPRSS13	0	0	0	0
TMPRSS15	0	0	0	0
TMPRSS2	0	0	0	0
TMPRSS3	0	0	0	0
TMPRSS4	0	0	0	0
TMPRSS6	3	1	4	2
TMPRSS7	0	0	0	0
TMPRSS9	20	12	19	19
TMSB10	943	1376	1452	2559
TMSB15A	0	0	1	1
TMTC1	960	263	1273	210
TMTC2	35	12	75	60
TMTC3	226	284	113	84
TMUB1	140	146	172	237
TMUB2	453	273	422	257
TMX1	346	571	219	196
TMX3	1189	1549	1077	646
TMX4	71	65	68	68
TNC	4123	7502	3279	17013
TNF	0	0	0	0
TNFAIP1	163	176	146	184
TNFAIP2	47	34	95	58
TNFAIP3	78	378	39	209
TNFAIP6	28	24	21	10
TNFAIP8	260	137	193	44
TNFAIP8L1	1	0	0	0
TNFAIP8L2	1	0	0	0
TNFAIP8L3	0	5	1	5
TNFRSF10A	6	4	8	16
TNFRSF10B	59	19	51	42
TNFRSF11A	0	14	0	0
TNFRSF11B	7380	4450	6318	2264
TNFRSF12A	769	3523	1155	4923
TNFRSF13C	1	0	0	0
TNFRSF14	64	7	51	16
TNFRSF17	0	0	0	0
TNFRSF18	0	1	0	1
TNFRSF19	418	119	394	194
TNFRSF1A	741	596	770	703
TNFRSF1B	30	33	10	32
TNFRSF21	161	309	91	145
TNFRSF25	3	4	15	7
TNFRSF8	0	4	0	0
TNFRSF9	0	1	0	0
TNFSF10	0	0	0	0
TNFSF13B	2	4	3	1
TNFSF14	0	0	0	0
TNFSF15	0	0	0	0
