geneName	h1_P	h2_P	h1_T12	h2_T12
SEMA6B	0	0	0	0
SEMA6C	69	93	27	23
SEMA6D	30	32	17	13
SEMA7A	2920	1709	3813	2245
SEMG2	0	0	0	0
SENP2	293	274	389	253
SENP3	353	449	646	786
SENP5	394	337	543	327
SENP6	612	552	753	300
SENP7	160	176	140	48
SENP8	34	52	34	16
SEPHS1	1	1	0	0
SEPN1	254	364	306	409
SEPSECS	129	143	88	51
SEPX1	148	196	153	281
SERAC1	49	53	54	32
SERBP1	1221	1045	2405	1437
SERGEF	25	46	41	53
SERINC1	5177	4630	4538	1785
SERINC2	83	132	62	78
SERINC3	3095	2581	2151	1521
SERINC4	295	260	232	283
SERINC5	129	146	88	82
SERP1	1740	1352	3902	2690
SERPINA1	15	1	10	0
SERPINA10	0	0	0	0
SERPINA11	0	0	0	0
SERPINA12	0	0	1	0
SERPINA3	69	20	39	17
SERPINA4	0	0	0	0
SERPINA5	0	2	1	0
SERPINA6	0	0	0	0
SERPINA7	0	0	0	0
SERPINA9	5	1	13	3
SERPINB1	124	143	106	115
SERPINB10	0	1	3	1
SERPINB12	0	0	1	0
SERPINB13	0	0	0	0
SERPINB2	4161	895	32613	7918
SERPINB5	0	0	0	0
SERPINB7	303	637	278	556
SERPINB8	645	879	1011	966
SERPINB9	0	0	1	0
SERPINC1	5	2	0	0
SERPIND1	1	0	0	0
SERPINE1	61162	76047	82812	88496
SERPINE2	25394	27693	27301	37800
SERPINE3	17	10	30	12
SERPINF1	495	561	414	842
SERPINF2	5	0	1	0
SERPINH1	2335	1913	2399	3087
SERPINI1	11	39	15	14
SERPINI2	0	0	0	0
SERTAD2	112	117	142	101
SERTAD3	246	255	248	471
SERTAD4	16	67	10	42
SESN1	258	185	231	186
SESN2	1030	1070	583	697
SESN3	295	232	71	126
SESTD1	292	430	259	132
SET	74	76	114	75
SETBP1	101	98	146	101
SETD1A	216	244	232	214
SETD2	913	683	862	487
SETD3	610	676	813	840
SETD4	72	80	75	66
SETD5	897	692	940	611
SETD6	44	26	76	36
SETD7	2935	2337	3398	2338
SETD8	56	80	65	31
SETDB1	220	191	221	175
SETDB2	95	109	125	59
SETX	1336	853	1634	556
SEZ6	0	0	0	0
SEZ6L	4	6	3	0
SEZ6L2	92	271	99	291
SF1	1032	1102	1217	1506
SF3A1	674	681	852	911
SF3A2	85	179	94	203
SF3A3	219	199	329	361
SF3B1	3458	2926	4371	1954
SF3B2	1240	1408	1494	1814
SF3B3	696	695	1037	999
SFI1	79	120	78	61
SFMBT1	57	46	66	37
SFMBT2	1	0	5	1
SFN	0	2	0	0
SFPQ	795	856	1509	1231
SFRP1	732	3015	228	441
SFRP2	608	1461	186	1105
SFRP4	362	40	174	29
SFSWAP	290	360	331	295
SFT2D1	148	163	192	211
SFTA2	0	0	0	0
SFTPC	0	0	0	0
SFXN1	163	154	270	251
SFXN2	13	28	44	69
SFXN3	188	292	193	204
SFXN4	29	33	69	70
SFXN5	56	59	62	54
SGCA	76	5	78	2
SGCB	1175	1395	1273	917
SGCD	799	974	858	1010
SGCE	306	380	454	316
SGCG	132	220	102	241
SGCZ	0	0	0	0
SGIP1	90	96	99	54
SGK1	1032	495	1614	1091
SGK196.1	44	21	42	17
SGK2	0	2	0	0
SGK3	136	189	188	73
SGMS1	340	400	292	166
SGMS2	284	287	546	240
SGOL1	9	40	7	3
SGOL2	92	154	78	13
SGPL1	631	484	390	343
SGPP1	279	243	368	128
SGPP2	0	0	0	0
SGSH	53	88	96	79
SGSM1	0	0	0	0
SGSM2	193	254	224	190
SGSM3	201	205	252	182
SGTA	120	187	230	260
SGTB	166	202	209	79
SH2B1	126	166	137	138
SH2B3	891	734	1154	483
SH2D1A	0	0	0	0
SH2D1B	0	0	0	0
SH2D2A	4	7	3	12
SH2D3A	9	9	13	4
SH2D3C	0	0	0	0
SH2D4A	466	333	789	465
SH2D4B	0	0	0	0
SH2D5	47	30	66	14
SH2D7	5	7	7	13
SH3BGR	16	10	24	2
SH3BGRL	894	822	1032	719
SH3BGRL3	3004	5884	3463	8228
SH3BP1	141	140	216	289
SH3BP2	149	145	105	99
SH3BP4	3121	3291	3268	2818
SH3D19	1679	1476	1277	537
SH3D21	92	129	149	175
SH3GL2	1	1	0	0
SH3GL3	4	2	3	0
SH3GLB1	896	927	1169	810
SH3GLB2	201	352	314	341
SH3PXD2B	193	186	160	151
SH3RF1	425	368	641	513
SH3RF2	5	3	2	0
SH3RF3	48	27	16	12
SH3TC2	25	46	18	10
SH3YL1	98	122	140	78
SHANK1	31	43	16	32
SHARPIN	127	238	172	273
SHB	186	201	281	213
SHBG	2	6	2	4
SHC1	1295	1094	1395	1140
SHC2	1	1	0	2
SHC3	14	1	12	2
SHC4	46	105	112	135
SHCBP1	212	345	90	51
SHCBP1L	0	0	1	0
SHD	0	0	0	0
SHE	4	1	5	0
SHF	7	19	2	8
SHFM1	330	339	489	273
SHISA2	3	0	6	0
SHISA3	0	0	0	0
SHISA4	134	196	159	258
SHISA5	204	310	258	341
SHISA9	0	0	0	3
SHKBP1	141	223	128	131
SHMT1	5	16	0	3
SHMT2	1112	1271	783	1045
SHOC2	802	747	664	347
SHPK	21	34	16	23
SHPRH	183	132	244	113
SHROOM1	77	128	77	77
SHROOM3	458	691	249	433
SHROOM4	35	39	18	32
SI	0	0	0	0
SIAE	152	141	154	128
SIAH1	232	204	190	158
SIAH2	365	342	448	484
SIDT1	1	0	1	0
SIDT2	334	350	357	361
SIGIRR	18	54	20	55
SIGLEC1	0	0	0	0
SIGLEC10	0	2	0	0
SIGLEC15	0	0	1	0
SIGLEC5	0	0	0	0
SIGLEC6	0	0	0	0
SIGMAR1	749	951	1146	1416
SIK1	4	8	20	16
SIK2	535	694	511	560
SIK3	390	468	306	328
SIKE1	165	136	229	105
SIL1	403	447	433	589
SIM1	48	63	24	10
SIM2	9	16	16	5
SIN3A	478	443	255	250
SIN3B	210	186	224	226
SIPA1	55	84	43	48
SIPA1L1	1538	2030	2459	2298
SIPA1L3	255	344	704	464
SIRPB2	0	0	0	0
SIRPG	5	14	12	16
SIRT1	259	313	361	242
SIRT2	125	186	159	207
SIRT5	55	53	42	44
SIRT6	91	118	122	130
SIRT7	66	102	98	96
SIT1	1	1	1	1
SIVA1	145	202	238	457
SIX1	71	50	35	31
SIX2	16	1	4	0
SIX4	44	22	59	15
SIX5	26	41	23	33
SIX6	0	0	0	0
SKA1	6	24	4	1
SKA3	14	71	18	11
SKAP1	0	0	0	0
SKAP2	475	441	334	236
SKI	162	203	133	74
SKIL	403	274	410	121
SKIV2L	301	300	374	351
SKIV2L2	791	1078	1076	711
SKOR1	3	2	2	1
SKP2	60	87	93	55
SLA	1	0	0	1
SLA2	115	127	204	231
SLAIN1	0	1	1	0
SLAIN2	727	749	893	416
SLAMF1	0	0	0	0
SLAMF6	0	0	0	0
SLAMF8	77	22	47	19
SLAMF9	7	5	0	3
SLBP	340	397	415	435
SLC10A1	0	0	0	0
SLC10A2	0	0	0	0
SLC10A4	0	1	1	0
SLC10A6	0	0	0	0
SLC10A7	90	80	146	85
SLC11A1	3	1	0	0
SLC11A2	269	307	282	295
SLC12A1	1	0	1	0
SLC12A2	221	199	264	132
SLC12A3	0	0	0	0
SLC12A4	748	930	960	960
SLC12A5	0	0	0	0
SLC12A6	207	191	130	50
SLC12A7	7	5	2	7
SLC12A9	170	223	188	139
SLC13A1	0	0	0	0
SLC13A3	28	6	10	10
SLC13A4	11	27	18	14
SLC13A5	0	0	1	0
SLC14A1	2	3	3	0
SLC14A2	4	4	0	3
SLC15A1	0	0	0	0
SLC15A2	3	3	4	1
SLC15A3	12	15	20	20
SLC15A4	281	292	419	317
SLC15A5	0	0	0	0
SLC16A1	1172	1020	1712	1379
SLC16A10	0	0	0	0
SLC16A11	0	2	1	1
SLC16A12	0	0	0	0
SLC16A13	3	13	1	2
SLC16A14	0	0	1	0
SLC16A2	22	26	62	49
SLC16A3	1183	1436	1829	2624
SLC16A4	25	48	28	13
SLC16A7	64	46	81	44
SLC16A8	3	2	1	0
SLC16A9	0	3	5	8
SLC17A1	0	0	0	0
SLC17A2	0	0	0	0
SLC17A3	0	0	0	0
SLC17A4	0	0	0	0
SLC17A5	548	476	570	553
SLC17A6	0	0	0	0
SLC17A7	11	25	2	9
SLC17A8	0	0	0	0
SLC17A9	66	128	163	188
SLC18A1	0	0	0	0
SLC18A2	90	138	121	54
SLC19A1	8	25	13	19
SLC19A2	154	168	569	353
SLC19A3	0	0	0	0
SLC1A1	272	270	247	218
SLC1A2	23	7	14	7
SLC1A3	253	43	270	69
SLC1A4	556	474	342	270
SLC1A5	2236	2822	1920	2100
SLC1A6	0	0	0	0
SLC1A7	33	35	24	29
SLC20A1	2488	2368	1709	1029
SLC20A2	1560	1515	2008	1720
SLC22A1	0	0	0	0
SLC22A12	0	0	0	0
SLC22A13	1	0	0	0
SLC22A14	0	1	1	1
SLC22A15	122	142	78	30
SLC22A16	0	1	0	0
SLC22A17	125	214	109	232
SLC22A2	0	0	0	0
SLC22A23	227	86	174	94
SLC22A3	7	0	23	6
SLC22A4	95	88	102	79
SLC22A6	0	0	0	0
SLC22A8	0	0	0	0
SLC23A1	4	1	3	3
SLC23A2	134	173	180	147
SLC23A3	21	20	7	11
SLC24A1	88	87	91	66
SLC24A2	1	1	0	0
SLC24A3	0	1	0	0
SLC24A4	1	0	0	0
SLC24A5	2	2	3	0
SLC25A1	135	181	211	245
SLC25A11	228	265	309	562
SLC25A12	174	240	271	205
SLC25A13	113	127	120	92
SLC25A14	47	41	45	38
SLC25A16	108	84	147	91
SLC25A17	169	180	257	295
SLC25A18	2	1	0	1
SLC25A19	40	43	51	43
SLC25A20	150	182	223	266
SLC25A21	0	0	0	1
SLC25A23	30	67	66	139
SLC25A24	503	575	659	266
SLC25A25	207	210	231	250
SLC25A26	211	147	213	210
SLC25A27	17	34	11	3
SLC25A28	158	228	216	236
SLC25A29	19	37	14	15
SLC25A3	2578	2643	3093	3495
SLC25A30	267	316	334	198
SLC25A31	0	0	0	0
SLC25A32	349	318	601	491
SLC25A33	20	28	29	44
SLC25A34	3	3	4	1
SLC25A35	89	104	93	151
SLC25A36	186	145	152	73
SLC25A37	134	179	228	233
SLC25A39	310	373	328	415
SLC25A4	76	170	100	150
SLC25A40	33	58	39	13
SLC25A41	0	0	0	0
SLC25A42	8	25	13	16
SLC25A43	405	486	565	452
SLC25A44	71	85	126	95
SLC25A45	21	23	25	30
SLC25A46	519	458	819	273
SLC25A47	0	0	0	0
SLC25A48	0	0	0	0
SLC25A5	229	260	351	407
SLC26A1	24	28	48	36
SLC26A11	36	53	39	25
SLC26A3	1	0	0	0
SLC26A4	6	3	0	0
SLC26A5	0	0	0	0
SLC26A6	153	179	114	112
SLC26A7	0	1	0	0
SLC26A8	0	0	0	0
SLC26A9	0	0	0	0
SLC27A1	369	464	255	241
SLC27A2	1	0	0	0
SLC27A3	33	63	17	45
SLC27A4	324	522	447	476
SLC27A5	11	15	14	34
SLC27A6	1	8	8	7
SLC28A1	0	0	0	0
SLC28A2	0	1	0	0
SLC28A3	0	0	4	2
SLC29A1	82	88	169	111
SLC29A3	66	99	45	55
SLC2A1	397	391	768	1465
SLC2A10	241	229	221	176
SLC2A12	16	20	7	11
SLC2A13	333	310	319	107
SLC2A2	0	0	0	0
SLC2A4	1	0	0	0
SLC2A4RG	134	200	119	189
SLC2A5	6	4	5	9
SLC2A6	40	53	62	57
SLC2A7	0	0	0	0
SLC2A8	8	65	13	65
SLC2A9	5	8	10	4
SLC30A10	0	0	0	0
SLC30A2	0	0	0	0
SLC30A3	1	0	0	0
SLC30A4	35	34	46	19
SLC30A5	697	612	1036	641
SLC30A6	57	56	81	50
SLC30A7	442	335	742	356
SLC30A8	0	0	0	0
SLC30A9	540	636	777	405
SLC31A1	0	2	0	0
SLC31A2	89	97	98	81
SLC32A1	0	0	0	1
SLC34A1	0	0	0	0
SLC34A2	0	0	0	0
SLC34A3	0	1	1	0
SLC35A2	277	357	429	478
SLC35A3	207	233	381	115
SLC35A4	562	639	764	724
SLC35A5	421	464	315	201
SLC35B1	299	338	438	739
SLC35B3	291	301	324	224
SLC35B4	86	99	172	109
SLC35C1	340	409	415	467
SLC35C2	322	339	283	411
SLC35D1	367	311	531	345
SLC35D2	59	83	59	46
SLC35D3	0	0	0	0
SLC35E1	116	153	277	267
SLC35E2B	8	8	4	3
SLC35E3	32	24	16	34
SLC35E4	172	206	160	144
SLC35F1	0	0	0	0
SLC35F2	403	178	734	267
SLC35F3	1	2	1	0
SLC35F4	0	0	0	1
SLC35F5	793	534	758	459
SLC35G1	88	131	138	112
SLC36A1	426	596	607	427
SLC36A2	1	0	3	2
SLC36A3	0	0	0	0
SLC36A4	92	77	71	26
SLC37A1	2	1	1	1
SLC37A2	35	50	35	21
SLC37A3	206	259	256	220
SLC38A1	395	376	141	72
SLC38A11	1	0	0	0
SLC38A2	15588	12363	8007	4007
SLC38A4	27	7	6	1
SLC38A5	242	613	325	1115
SLC38A6	85	49	61	38
SLC38A7	356	347	327	244
SLC38A8	0	0	0	0
SLC38A9	115	99	112	47
SLC39A10	797	496	494	162
SLC39A11	97	115	114	129
SLC39A12	1	0	0	0
SLC39A13	995	1384	1201	1365
SLC39A14	696	508	1136	974
SLC39A2	1	1	0	0
SLC39A3	47	38	62	88
SLC39A5	7	5	10	7
SLC39A6	1315	1197	1466	700
SLC39A7	2481	2203	3084	2782
SLC39A8	68	11	38	6
SLC39A9	986	738	1059	766
SLC3A1	253	237	357	214
SLC3A2	1744	3239	1215	2165
SLC40A1	19	1	3	5
SLC41A1	738	801	843	783
SLC41A2	204	111	334	153
SLC41A3	204	295	280	270
SLC43A2	123	131	157	113
SLC44A1	1599	1566	838	796
SLC44A2	368	519	390	407
SLC44A3	14	12	9	6
SLC44A4	0	0	0	0
SLC44A5	2	2	0	0
SLC45A1	5	3	5	1
SLC45A2	0	0	0	0
SLC45A3	18	38	21	22
SLC45A4	24	20	36	28
SLC46A1	3	3	7	10
SLC46A3	72	52	53	48
SLC47A1	6	7	5	4
SLC47A2	1	0	0	1
SLC48A1	58	75	79	74
SLC4A1	0	0	0	0
SLC4A10	0	0	0	0
SLC4A11	11	39	12	15
SLC4A1AP	252	218	329	267
SLC4A2	810	1024	797	906
SLC4A3	50	59	55	41
SLC4A4	898	432	2069	446
SLC4A7	931	489	2042	754
SLC4A8	43	41	92	34
SLC4A9	0	0	0	0
SLC50A1	125	162	146	284
SLC5A1	0	0	0	0
SLC5A10	88	122	209	191
SLC5A11	1	1	0	0
SLC5A12	2	0	1	0
SLC5A2	188	269	237	339
SLC5A4	0	0	0	0
SLC5A5	0	0	0	0
SLC5A6	87	88	200	163
SLC5A7	0	0	0	0
SLC5A8	0	0	0	0
SLC5A9	1	1	0	0
SLC6A1	2	0	0	0
SLC6A11	0	0	0	1
SLC6A12	0	0	0	0
SLC6A13	2	1	2	1
SLC6A14	1	0	5	0
SLC6A16	2	2	2	0
SLC6A17	45	111	33	97
SLC6A18	0	0	0	0
SLC6A19	0	0	0	0
SLC6A2	0	0	0	0
SLC6A20	0	0	0	0
SLC6A3	0	0	0	0
SLC6A4	0	3	1	2
SLC6A5	0	0	0	0
SLC6A7	0	0	0	1
SLC6A9	222	346	48	50
SLC7A1	3079	4338	3470	2759
SLC7A10	2	4	7	11
SLC7A11	567	233	383	37
SLC7A13	0	0	0	0
SLC7A14	5	0	45	7
SLC7A2	0	0	0	0
SLC7A3	0	0	0	0
SLC7A4	3	0	3	1
SLC7A5	437	807	270	391
SLC7A6	725	752	1070	755
SLC7A6OS	525	610	776	587
SLC7A7	37	20	15	7
SLC7A8	707	1638	606	1340
SLC7A9	0	1	1	1
SLC8A1	1040	1055	1568	959
SLC8A2	0	0	0	0
SLC8A3	1	1	0	0
SLC9A10	0	0	0	0
SLC9A11	0	0	0	0
SLC9A2	1	0	0	0
SLC9A3	76	58	29	17
SLC9A3R1	85	128	61	104
SLC9A3R2	8	26	10	4
SLC9A4	0	0	0	0
SLC9A5	42	26	32	13
SLC9A6	286	277	275	161
SLC9A7	70	55	104	54
SLC9A8	76	103	95	80
SLC9A9	21	9	29	23
SLC9B2	346	451	258	303
SLCO1A2	0	0	0	0
SLCO1B1	0	0	0	0
SLCO1C1	1	0	0	0
SLCO2A1	27	13	9	10
SLCO2B1	0	0	0	0
SLCO3A1	111	199	60	96
SLCO4A1	0	3	1	4
SLCO4C1	0	0	0	0
SLCO5A1	2	7	4	6
SLCO6A1	0	0	0	0
SLFN12	120	108	130	63
SLFN12L	1	0	1	2
SLFN13	2	5	3	3
SLFN5	1698	1050	1164	437
SLIRP	73	77	93	92
SLIT2	936	1064	931	516
SLIT3	4279	3235	4623	5842
SLITRK1	0	0	1	0
SLITRK3	0	0	0	0
SLITRK4	0	0	0	0
SLITRK5	4	0	3	0
SLITRK6	2	6	8	2
SLK	1337	1118	1519	390
SLMAP	433	405	469	195
SLMO1	17	21	11	21
SLN	2	0	0	0
SLPI	3	0	0	1
SLTM	474	542	775	299
SLU7	384	341	298	199
SMAD1	142	164	132	128
SMAD2	326	322	293	240
SMAD3	576	257	306	349
SMAD4	716	698	782	569
SMAD6	95	125	82	86
SMAD7	1163	1482	1236	1180
SMAD9	675	684	623	440
SMAGP	155	225	196	210
SMAP2	76	96	194	189
SMARCA4	656	640	874	628
SMARCA5	909	842	1000	545
SMARCAD1	435	422	571	225
SMARCAL1	282	328	288	264
SMARCC1	799	638	964	754
SMARCC2	423	493	386	404
SMARCD1	260	383	270	222
SMARCD2	396	420	575	641
SMARCD3	168	191	241	298
SMARCE1	597	558	659	559
SMC1A	497	508	622	362
SMC1B	1	1	0	0
SMC2	270	380	196	72
SMC3	387	426	430	122
SMC4	530	554	405	116
SMC5	404	335	626	138
SMCHD1	413	385	501	135
SMCP	0	0	1	0
SMCR7	11	17	20	24
SMCR7L	164	142	214	194
SMCR8	184	149	212	119
SMEK2	510	468	625	313
SMG5	853	948	1063	1103
SMG7	402	383	472	342
SMG8	268	276	337	339
SMG9	147	177	118	156
SMNDC1	89	104	100	76
SMO	112	145	102	196
SMOC1	21	21	8	7
SMOX	90	153	58	118
SMPD1	713	1031	788	1038
SMPD2	32	27	28	53
SMPD3	2	0	0	1
SMPDL3A	202	132	81	37
SMPDL3B	0	0	0	0
SMPX	0	0	0	0
SMTN	497	761	847	839
SMTNL2	0	0	0	0
SMUG1	138	146	164	199
SMURF1	457	447	522	392
SMURF2	1449	958	3082	761
SMYD1	0	0	0	0
SMYD2	185	166	299	237
SMYD3	684	521	776	390
SMYD4	77	76	68	64
SMYD5	178	240	290	396
SNAI1	198	482	278	463
SNAI2	611	412	676	425
SNAI3	0	0	1	1
SNAP23	544	540	571	519
SNAP25	47	6	63	3
SNAP29	128	165	165	191
SNAP47	157	192	205	271
SNAPC1	114	98	212	56
SNAPC2	35	19	29	48
SNAPC3	206	237	282	244
SNAPC4	32	41	49	31
SNAPC5	181	184	229	298
SNAPIN	147	193	176	291
SNCA	2	0	1	0
SNCAIP	12	8	20	11
SNCB	1	1	1	4
SNCG	3	9	2	6
SND1	1984	2098	2625	2939
SNED1	375	317	190	301
SNIP1	153	168	230	188
SNN	130	149	54	76
SNPH	200	170	174	151
SNRK	289	294	259	173
SNRNP200	1572	1512	1876	1481
SNRNP25	64	68	105	172
SNRNP27	50	56	61	50
SNRNP40	165	152	260	304
SNRNP48	82	89	70	30
SNRNP70	931	965	1365	1205
SNRPA	185	287	410	505
SNRPA1	27	15	50	41
SNRPB	596	778	981	1463
SNRPB2	269	351	512	363
SNRPC	5	5	7	7
SNRPD1	57	66	171	102
SNRPD2	76	59	87	92
SNRPF	102	117	150	141
SNRPN	316	286	400	481
SNTA1	245	307	242	331
SNTB1	372	183	224	93
SNTB2	63	61	64	39
SNTG1	0	0	0	0
SNTG2	3	3	2	1
SNUPN	43	57	35	46
SNX1	475	466	508	549
SNX10	0	0	1	1
SNX11	249	243	287	334
SNX12	570	594	817	938
SNX13	480	339	524	197
SNX14	461	447	429	248
SNX15	149	188	130	170
SNX16	132	93	117	46
SNX17	896	790	1024	1736
SNX18	931	604	770	380
SNX19	495	405	665	493
SNX2	544	462	512	199
SNX20	0	1	0	0
SNX21	319	484	305	505
SNX22	1	0	0	0
SNX25	238	255	384	184
SNX27	29	26	36	13
SNX29	47	49	32	20
SNX3	1449	1829	1816	1944
SNX30	102	78	90	61
SNX31	0	0	0	0
SNX32	842	1179	1050	1868
SNX33	463	464	305	283
SNX4	241	246	313	88
SNX5	33	33	39	36
SNX6	259	286	271	164
SNX8	129	211	166	179
SNX9	1903	1956	1665	1792
SOAT1	384	351	339	171
SOAT2	0	2	0	2
SOBP	14	3	12	19
SOCS2	621	1694	145	733
SOCS3	1	3	1	2
SOCS4	5	3	7	4
SOCS5	2109	1738	2080	1364
SOCS6	1146	881	1165	568
SOCS7	38	33	36	25
SOD1	697	881	949	1058
SOHLH1	0	0	0	0
SON	1918	1639	1997	1159
SORBS1	11	78	9	24
SORBS2	118	36	9	2
SORBS3	296	663	293	741
SORCS1	0	0	0	0
SORCS2	285	165	156	124
SORD	7	9	19	20
SORL1	6	4	2	7
SORT1	117	103	84	59
SOS1	581	551	481	232
SOS2	363	277	343	154
SOST	1	0	0	0
SOSTDC1	0	1	0	0
SOX10	0	3	2	2
SOX11	0	0	0	0
SOX13	39	66	58	42
SOX17	0	1	0	0
SOX18	0	0	0	0
SOX2	0	0	0	0
SOX30	0	1	1	0
SOX4	501	361	293	455
SOX5	0	0	0	0
SOX6	15	5	2	2
SOX8	0	4	0	0
SOX9	311	1071	435	876
SP1	912	789	718	583
SP140	0	0	0	0
SP140L	2	1	2	4
SP2	176	236	144	164
SP3	738	711	620	243
SP4	76	65	36	20
SP5	0	0	0	0
SP7	0	1	0	0
SP8	0	0	0	0
SPA17	21	32	37	34
SPACA1	0	0	0	0
SPACA4	0	0	0	0
SPACA7	0	0	0	0
SPAG1	99	121	75	40
SPAG16	54	63	79	32
SPAG4	9	24	6	34
SPAG5	96	239	41	37
SPAG6	0	0	0	0
SPAG7	209	258	197	253
SPAG8	39	57	32	27
SPAG9	2992	2607	2284	996
SPAM1	0	0	0	0
SPARC	22884	25446	23133	25304
SPARCL1	3	3	1	1
SPAST	162	145	170	97
SPATA13	251	160	177	92
SPATA17	3	0	5	3
SPATA18	275	136	355	260
SPATA19	0	0	0	0
SPATA2	93	96	118	128
SPATA20	274	556	386	554
SPATA21	514	568	538	694
SPATA22	1	1	0	0
SPATA24	13	8	4	7
SPATA25	0	0	0	0
SPATA2L	3	6	6	5
SPATA3	0	0	0	0
SPATA4	2	0	7	1
SPATA5	53	49	48	33
SPATA5L1	48	67	62	42
SPATA6	21	31	24	9
SPATA7	66	75	50	48
SPATA9	4	5	6	4
SPATC1	0	0	0	0
SPATS1	0	0	0	0
SPATS2	140	131	137	83
SPATS2L	1272	1461	1612	1284
SPC24	9	19	4	1
SPC25	8	31	0	3
SPCS1	629	605	816	1070
SPCS3	2777	1430	3513	1672
SPDEF	0	0	0	0
SPDYA	300	224	387	134
SPDYC	0	0	0	0
SPDYE4	0	0	0	0
SPECC1	146	207	95	120
SPECC1L	1017	872	864	650
SPEF1	1	1	0	0
SPEF2	35	42	93	40
SPEG	541	526	250	115
SPEM1	0	0	0	0
SPEN	208	188	220	162
SPG11	440	408	498	309
SPG20	580	509	742	398
SPG21	459	419	556	698
SPG7	138	176	190	182
SPHK1	200	227	441	574
SPHK2	41	69	20	28
SPHKAP	0	0	0	2
SPI1	1	0	0	0
SPIB	0	0	0	0
SPICE1	140	130	163	96
SPIN1	256	260	239	172
SPIN3	22	30	40	29
SPINK1	0	1	0	0
SPINK14	0	0	0	0
SPINK4	0	0	0	0
SPINK6	0	0	0	0
SPINK7	0	0	1	0
SPINK9	0	0	0	0
SPINT2	13	17	17	52
SPINT3	0	0	0	0
SPINT4	0	0	0	0
SPIRE1	589	496	767	475
SPIRE2	8	7	2	1
SPN	0	0	0	0
SPNS2	1	3	1	4
SPNS3	0	0	0	0
SPO11	0	0	0	0
SPOCD1	325	353	535	505
SPOCK1	5720	5135	5138	4433
SPOCK2	1	7	3	2
SPOCK3	0	0	0	0
SPON2	209	74	64	58
SPOP	585	476	567	486
SPOPL	222	255	251	136
SPP1	186	22	65	9
SPP2	0	0	0	0
SPPL2A.1	30	24	30	16
SPPL3.1	273	293	193	162
SPR	31	38	47	50
SPRED1	108	95	130	61
SPRED2	364	470	395	475
SPRED3	8	5	5	5
SPRR1A	0	0	0	0
SPRR1B	0	0	0	0
SPRR2G	0	0	1	0
SPRR3	0	0	0	0
SPRR4	0	0	0	0
SPRY1	46	30	12	28
SPRY4	539	684	762	548
SPRYD3	751	990	1028	1511
SPRYD4	78	90	73	114
SPRYD7	37	53	67	57
SPSB1	93	129	115	134
SPSB4	1	1	0	1
SPTA1	0	0	0	0
SPTAN1	3164	2834	2482	1663
SPTB	14	41	5	1
SPTBN1	2969	3158	1975	1369
SPTBN2	3	5	3	5
SPTBN4	12	22	21	29
SPTBN5	2	7	7	9
SPTLC1	588	593	649	499
SPTLC2	386	497	552	439
SPTLC3	3	3	6	1
SPTSSA	50	50	65	59
SPTSSB	0	0	0	0
SPTY2D1	263	209	468	242
SQLE	465	352	490	305
SQSTM1	1886	1143	1500	891
SRA1	309	322	524	842
SRC	210	267	246	301
SRCAP	705	589	780	561
SRCIN1	1	1	0	0
SRCRB4D	1	5	7	2
SRD5A1	1	0	2	0
SRD5A3	17	15	10	19
SREBF2	726	814	500	475
SREK1	723	613	855	237
SREK1IP1	2	1	6	3
SRF	261	308	294	352
SRFBP1	768	589	865	498
SRGAP1	300	222	465	208
SRGAP2	447	418	193	125
SRGAP3	6	4	3	2
SRGN	9	36	30	15
SRI	452	504	564	583
SRL	0	0	0	0
SRM	505	690	1067	1776
SRMS	1	0	0	0
SRP14	1211	1461	1351	1441
SRP19	109	94	152	85
SRP54	486	596	825	554
SRP68	556	524	879	895
SRP9	5	8	6	5
SRPK1	438	461	640	396
SRPK2	187	215	245	160
SRPK3	39	98	46	37
SRPR	2213	2195	2864	3258
SRPRB	621	458	961	1138
SRPX	1055	1521	593	953
SRPX2	376	487	256	213
SRR	378	324	609	552
SRRD	127	123	173	189
SRRM1	140	116	148	86
SRRM2	4123	3846	3419	1847
SRRM4	0	0	0	0
SRRM5	0	0	0	0
SRRT	408	574	709	761
SRSF1	2326	2098	3633	2629
SRSF11	1849	1840	2367	869
SRSF12	2	1	1	1
SRSF2	1315	1325	2258	1731
SRSF3	984	1212	1416	1515
SRSF4	780	872	739	730
SRSF5	1075	1163	963	566
SRSF6	1133	1097	1266	1094
SRSF7	594	633	844	1010
SRSF9	216	209	405	435
SS18	1048	1078	1197	632
SS18L1	53	41	64	30
SSB	202	215	330	150
SSBP1	250	231	365	284
SSBP2	143	120	59	52
SSBP3	29	57	28	56
SSFA2	1233	1371	1669	918
SSH2	292	242	362	155
SSH3	61	94	71	104
SSNA1	131	143	187	312
SSPN	108	66	102	32
SSR1	2833	2082	4487	2439
SSR2	1897	2360	2604	4533
SSR3	1867	1655	3603	2356
SSR4	701	915	884	1817
SSSCA1	98	143	180	348
SST	2	7	0	6
SSTR1	643	997	2038	1961
SSTR2	2	0	0	0
SSTR4	0	0	0	0
SSU72	688	730	931	1202
SSX2IP	544	625	184	116
ST14	1	0	2	1
ST18	0	0	0	0
ST3GAL2	181	202	163	201
ST3GAL3	117	135	144	230
ST3GAL4	235	366	211	283
ST3GAL5	115	59	126	75
ST3GAL6	22	51	41	25
ST5	287	191	217	217
ST6GAL1	1	1	3	1
ST6GAL2	0	0	0	1
ST6GALNAC1	0	0	0	0
ST6GALNAC2	5	18	1	2
