geneName	h1_P	h2_P	h1_T12	h2_T12
ST6GALNAC3	0	0	1	0
ST6GALNAC4	272	203	370	416
ST6GALNAC5	96	76	185	65
ST6GALNAC6	178	159	185	272
ST7	163	134	170	194
ST7L	159	125	198	169
ST8SIA1	6	2	1	1
ST8SIA2	3	4	5	1
ST8SIA3	0	0	0	0
ST8SIA4	0	0	0	0
ST8SIA5	3	4	0	2
ST8SIA6	1	0	0	1
STAB1	48	58	57	82
STAB2	0	1	0	0
STAC	59	83	101	142
STAC2	3	6	0	2
STAC3	15	8	5	8
STAG1	875	809	795	370
STAM	427	424	542	322
STAM2	233	259	318	172
STAMBP	55	78	75	61
STAMBPL1	123	148	114	56
STAP1	0	0	1	0
STAR	0	0	0	0
STARD13	370	400	827	506
STARD3	233	245	266	284
STARD3NL	301	337	358	369
STARD4	321	192	312	196
STARD5	72	31	75	58
STARD6	0	0	0	0
STARD7	1297	1335	1907	1514
STARD8	24	31	26	22
STARD9	187	163	89	28
STAT1	3949	1360	6201	2299
STAT2	1268	975	953	658
STAT3	1092	876	1297	1546
STAT5A	32	45	44	43
STAT6	1409	1841	1399	1478
STAU1	1052	1259	1186	1137
STBD1	17	19	22	28
STC1	2431	5075	969	2189
STC2	4318	3430	2804	2839
STEAP2	87	102	104	39
STEAP3	213	100	206	77
STEAP4	1	0	0	0
STIL	59	128	73	29
STIM1	502	620	437	460
STIM2	231	285	250	200
STIP1	426	498	797	1087
STK10	344	423	378	401
STK11	242	237	260	278
STK11IP	94	119	97	84
STK16	225	235	226	335
STK17A	134	248	159	221
STK17B	127	138	112	88
STK24	484	607	515	462
STK25	645	854	881	1020
STK3	220	265	177	101
STK31	0	0	0	0
STK32A	17	30	24	16
STK32B	138	109	492	506
STK33	0	0	1	0
STK35	348	321	361	276
STK36	178	201	182	149
STK38	871	910	641	520
STK38L	603	259	258	137
STK39	259	292	491	287
STK4	305	290	419	247
STK40	227	255	321	261
STMN1	709	1383	351	188
STMN2	924	2502	345	1379
STMN3	57	128	47	82
STMN4	0	0	0	0
STOM	974	772	1656	1138
STOML1	131	162	203	347
STOML2	389	326	742	1108
STON1	403	358	73	97
STOX1	0	1	0	0
STOX2	6	0	2	0
STRA13	19	16	12	25
STRA6	30	8	70	36
STRA8	0	0	0	0
STRADA	137	164	167	165
STRAP	330	383	615	473
STRBP	49	69	41	24
STRN	534	544	513	233
STRN3	272	256	307	194
STRN4	389	498	519	606
STS	181	124	216	158
STT3A	2056	2112	2212	2028
STT3B	1798	1478	2377	1189
STUB1	444	516	629	896
STX10	135	218	148	247
STX11	13	16	13	12
STX12	830	831	1029	928
STX16-NPEPL1	311	249	314	231
STX17	168	130	140	104
STX1A	61	87	78	73
STX1B	3	4	6	1
STX2	149	164	165	127
STX3	66	61	115	45
STX5	382	415	464	696
STX6	485	395	620	407
STX7	718	871	709	474
STX8	89	128	118	162
STXBP1	176	208	152	157
STXBP2	23	4	29	3
STXBP3	304	323	296	98
STXBP4	81	43	132	39
STXBP5	598	708	815	408
STXBP5L	0	1	0	0
STXBP6	90	78	386	197
STYK1	32	33	40	17
STYX	324	298	463	135
STYXL1	66	95	100	133
SUCLA2	59	67	93	40
SUCLG1	429	461	523	723
SUCNR1	0	0	0	0
SUDS3	319	296	402	312
SUFU	232	289	205	229
SUGP2	723	836	1008	722
SUGT1	65	91	89	49
SULF1	5020	8381	1792	1797
SULT1B1	0	0	0	1
SULT1C2	1	1	0	0
SULT1C3	0	0	0	0
SULT1C4	0	0	0	0
SULT1E1	0	0	0	0
SULT2A1	0	0	0	0
SULT2B1	0	0	0	0
SULT4A1	4	9	6	12
SULT6B1	0	0	0	0
SUMF1	189	128	235	228
SUMF2	599	678	601	966
SUN1	793	1071	677	494
SUN2	825	1186	857	885
SUN5	0	0	0	0
SUOX	108	127	95	116
SUPT16H	106	101	155	95
SUPT3H	62	49	40	44
SUPT4H1	82	77	101	140
SUPT5H	936	1051	1256	1463
SUPT6H	1146	1134	1388	1417
SUPT7L	428	534	522	382
SUPV3L1	165	161	231	236
SURF1	78	87	113	138
SURF2	34	34	37	65
SURF4	4620	4117	6831	7160
SURF6	70	73	114	100
SUSD1	63	45	75	62
SUSD3	2	1	0	0
SUSD4	8	10	2	4
SUSD5	36	93	31	25
SUV420H1	474	506	346	228
SUV420H2	15	13	13	11
SUZ12	73	84	97	45
SV2A	96	145	25	19
SV2B	0	0	0	0
SV2C	0	0	0	0
SVIL	243	211	195	196
SVIP	10	27	11	13
SVOPL	0	0	0	0
SWAP70	1502	1588	1335	1083
SWSAP1	5	4	2	4
SWT1	29	23	17	9
SYBU	40	130	21	79
SYCE1	2	1	1	1
SYCE1L	4	4	4	3
SYCE2	4	4	0	2
SYCN	0	0	0	0
SYCP1	0	0	0	0
SYCP2L	0	0	0	0
SYDE1	549	633	683	856
SYDE2	56	48	77	21
SYF2	289	300	226	161
SYK	0	0	0	0
SYNC	439	354	537	196
SYNCRIP	1092	965	1939	1196
SYNDIG1	57	45	33	50
SYNE1	2602	2386	3414	1787
SYNGAP1	252	225	189	144
SYNGR1	54	52	82	143
SYNGR3	2	3	4	8
SYNGR4	0	0	0	0
SYNJ1	237	227	273	156
SYNJ2	1396	1768	1214	1276
SYNJ2BP	123	121	160	112
SYNM	43	17	32	4
SYNPO	224	410	296	573
SYNPO2	680	1285	564	1130
SYNPO2L	0	1	0	0
SYNPR	0	0	0	0
SYNRG	260	267	270	225
SYP	6	8	6	0
SYPL1	928	1022	1059	602
SYPL2	9	11	3	4
SYS1	248	269	434	497
SYT1	67	7	29	2
SYT10	0	0	0	0
SYT11	133	150	113	134
SYT12	2	2	0	1
SYT13	0	2	0	0
SYT14	66	40	31	16
SYT15	10	6	4	6
SYT16	0	0	1	1
SYT17	0	0	0	1
SYT2	0	1	1	0
SYT3	2	3	1	0
SYT4	0	0	0	0
SYT5	2	2	2	0
SYT6	0	0	0	0
SYT7	7	7	9	23
SYT8	0	0	0	0
SYT9	1	0	0	0
SYTL1	1	1	0	0
SYTL2	217	346	121	213
SYTL3	113	31	80	22
SYTL4	110	96	48	30
SYTL5	3	2	0	1
SYVN1	398	464	704	746
T	1	0	0	0
TAAR1	0	0	0	0
TAAR2	0	0	0	0
TAAR5	0	0	0	0
TAB1	198	217	191	223
TAB2	1241	1054	995	755
TAB3	133	151	106	44
TAC1	1	0	1	0
TAC3	0	0	0	0
TACC1	941	737	762	393
TACC2	72	136	60	66
TACC3	45	102	24	20
TACO1	121	163	185	225
TACR1	6	24	31	29
TACR2	5	3	12	8
TACR3	0	0	0	0
TACSTD2	10	5	13	7
TADA1	53	65	56	76
TADA2A	97	90	113	86
TADA2B	245	231	284	300
TADA3	551	662	827	1195
TAF10	157	201	222	429
TAF12	185	223	329	376
TAF13	60	47	95	31
TAF15	453	382	510	345
TAF1A	42	39	51	35
TAF1B	116	124	102	44
TAF1C	53	58	76	60
TAF1D	369	379	539	186
TAF2	372	323	522	289
TAF3	115	139	160	139
TAF4	30	38	42	42
TAF4B	8	8	8	8
TAF5	55	88	90	57
TAF5L	104	123	119	134
TAF6	266	309	265	316
TAF6L	63	55	44	60
TAF7	1571	1440	1533	1281
TAF7L	0	0	1	1
TAF8	36	34	32	34
TAF9B	15	9	9	7
TAGAP	2	0	0	0
TAGLN	6859	11766	15474	24934
TAGLN2	712	1006	668	1181
TAGLN3	1	1	9	12
TAL1	0	0	1	0
TAL2	0	2	0	0
TALDO1	609	830	828	1193
TAMM41	36	53	85	91
TANC1	645	684	513	248
TANC2	1372	889	1355	553
TANK	316	380	343	143
TAOK1	959	713	931	312
TAOK2	651	601	735	686
TAOK3	500	485	510	279
TAP1	195	128	198	126
TAPBP	233	209	197	147
TAPBPL	95	74	107	77
TAPT1	76	81	72	55
TARBP1	137	104	189	123
TARBP2	111	161	157	214
TARS	1258	1323	1048	798
TARS2	83	93	108	114
TARSL2	144	137	105	65
TAS1R1	1	3	1	0
TAS1R2	0	0	0	0
TAS1R3	0	2	1	3
TAS2R1	1	0	1	0
TAS2R10	5	0	2	0
TAS2R14	29	39	45	26
TAS2R16	0	0	0	0
TAS2R3	3	0	2	0
TAS2R38	0	0	0	0
TAS2R4	1	0	4	0
TAS2R40	0	0	0	0
TAS2R41	0	0	0	0
TAS2R5	5	1	6	0
TAS2R50	0	0	1	0
TAS2R60	0	0	0	0
TAS2R7	0	0	0	0
TAS2R8	0	1	0	0
TAS2R9	0	0	0	0
TASP1	56	53	69	74
TAT	0	0	0	0
TATDN2	225	219	344	383
TATDN3	55	80	75	71
TAX1BP1	1599	1476	1838	868
TAX1BP3	452	505	467	611
TAZ	27	33	29	26
TBC1D1	392	302	419	205
TBC1D10B	278	323	278	301
TBC1D10C	5	4	6	0
TBC1D12	140	143	135	75
TBC1D13	99	115	143	123
TBC1D14	261	235	251	215
TBC1D15	290	231	257	126
TBC1D16	618	386	683	549
TBC1D17	200	271	96	165
TBC1D19	144	167	116	52
TBC1D2	341	313	351	229
TBC1D20	322	310	360	418
TBC1D21	0	0	0	0
TBC1D22A	104	111	122	130
TBC1D22B	35	35	51	41
TBC1D23	658	561	885	377
TBC1D2B	204	138	258	158
TBC1D30	3	2	2	2
TBC1D4	496	579	340	265
TBC1D5	314	286	323	203
TBC1D7	23	33	18	23
TBC1D8	70	109	18	12
TBC1D8B	309	216	283	133
TBC1D9	470	484	563	243
TBCB	177	245	188	266
TBCC	1	0	0	0
TBCCD1	37	27	45	36
TBCD	204	240	296	329
TBCE	127	146	181	189
TBCEL	549	455	577	346
TBK1	287	260	377	79
TBKBP1	51	54	62	37
TBL1XR1	843	734	655	424
TBL2	439	513	725	1176
TBL3	124	159	268	308
TBP	74	130	130	125
TBPL1	57	62	70	42
TBPL2	0	0	0	0
TBR1	0	0	0	0
TBRG1	507	491	508	472
TBRG4	328	402	559	594
TBX1	24	1	28	3
TBX10	0	0	0	0
TBX15	213	194	168	145
TBX18	337	428	289	167
TBX19	22	18	11	5
TBX2	59	81	67	95
TBX20	0	0	0	0
TBX21	1	0	0	0
TBX22	0	0	0	0
TBX3	1143	1011	1211	922
TBX4	1	1	0	0
TBX5	269	248	197	210
TBX6	1	1	1	1
TBXA2R	3	4	0	3
TBXAS1	5	2	3	13
TC2N	7	1	7	1
TCAP	2	4	2	2
TCEA1	145	111	159	75
TCEA2	116	189	123	247
TCEA3	45	35	34	35
TCEAL1	125	168	116	100
TCEAL3	2	2	2	1
TCEAL4	683	725	1012	620
TCEAL5	13	19	15	24
TCEANC	15	11	12	14
TCEANC2	49	36	42	34
TCEB3	762	774	1456	1377
TCERG1	444	386	755	360
TCERG1L	0	1	0	0
TCF12	982	1233	1113	756
TCF15	0	0	0	0
TCF19	299	585	196	164
TCF20	494	468	391	337
TCF21	0	0	1	0
TCF23	0	0	0	0
TCF3	198	210	242	247
TCF4	408	470	352	350
TCF7	70	76	39	71
TCF7L1	26	53	17	29
TCF7L2	203	197	101	133
TCFL5	69	63	80	81
TCHHL1	0	0	0	0
TCIRG1	651	872	597	395
TCL1A	0	0	0	0
TCL1B	0	0	0	0
TCN1	0	1	0	1
TCN2	41	26	40	88
TCOF1	272	324	426	523
TCP11	1	1	1	0
TCP11L1	309	322	361	273
TCP11L2	181	126	46	24
TCTA	309	404	384	508
TCTE1	0	0	0	0
TCTE3	0	0	0	0
TCTEX1D1	0	4	6	0
TCTEX1D2	59	82	81	67
TCTEX1D4	12	9	18	12
TCTN3	362	496	507	562
TDGF1	0	0	0	0
TDO2	8	2	2	0
TDP1	101	133	112	126
TDP2	361	322	332	177
TDRD1	0	0	0	0
TDRD10	2	2	0	0
TDRD12	0	1	0	0
TDRD3	103	93	108	61
TDRD5	0	0	0	0
TDRD6	3	0	0	0
TDRD7	65	119	71	67
TDRD9	1	1	1	0
TDRKH	7	7	15	5
TEAD1	3737	3222	3917	1815
TEAD2	170	272	68	180
TEAD3	409	404	289	303
TEAD4	51	51	43	71
TEC	3	1	1	0
TECPR1	96	133	123	100
TECRL	0	0	0	0
TECTA	22	26	20	11
TECTB	1	1	1	1
TEF	464	700	70	83
TEFM	72	73	93	56
TEK	112	32	266	28
TEKT1	0	0	0	0
TEKT2	0	0	0	0
TEKT3	0	0	2	2
TEKT5	0	0	0	0
TELO2	120	148	140	195
TEN1	45	60	97	133
TENC1	438	448	338	285
TEP1	333	384	296	199
TEPP	0	0	0	0
TERF2	70	75	79	94
TERF2IP	628	764	905	940
TERT	0	0	0	0
TES	372	323	459	327
TESC	0	0	0	0
TESK1	338	515	336	518
TESK2	29	31	12	15
TET1	19	12	16	19
TET2	253	253	266	146
TET3	56	56	45	33
TEX10	297	282	418	345
TEX101	0	0	1	0
TEX11	0	0	0	0
TEX12	0	2	0	0
TEX13A	0	0	0	0
TEX15	0	1	0	0
TEX19	0	1	0	0
TEX2	767	862	1028	978
TEX261	1194	1211	1757	1977
TEX9	27	9	18	3
TF	0	0	0	2
TFAM	34	47	64	30
TFAP2A	43	42	48	53
TFAP2B	0	0	0	0
TFAP2C	12	9	6	4
TFAP2D	0	0	0	0
TFAP2E	5	8	1	4
TFB1M	37	57	38	42
TFB2M	13	9	15	11
TFCP2	272	284	350	230
TFCP2L1	0	0	0	0
TFDP2	430	340	196	144
TFE3	921	1062	954	890
TFEB	33	70	17	35
TFEC	0	0	0	0
TFF1	0	0	0	0
TFF2	0	0	0	0
TFF3	0	0	0	0
TFG	793	896	1255	1230
TFIP11	406	456	458	588
TFPI	156	142	130	75
TFPI2	1434	1161	767	417
TFPT	82	78	91	112
TFR2	7	5	5	9
TFRC	2330	1822	3771	1957
TGDS	61	45	92	61
TGFA	357	246	1263	590
TGFB1	894	1506	437	800
TGFB1I1	564	784	558	816
TGFB2	30	15	83	7
TGFB3	166	118	28	51
TGFBI	61581	83199	42013	51028
TGFBR1	1721	1067	741	475
TGFBR2	5789	4759	5603	4077
TGFBR3	293	236	259	108
TGFBRAP1	273	263	337	257
TGIF1	344	290	148	232
TGIF2	110	102	107	115
TGM1	5	7	2	2
TGM2	12549	4698	10188	4988
TGM3	1	1	0	0
TGM4	1	0	1	0
TGM5	0	0	0	2
TGM7	0	0	0	0
TGOLN2	3264	3020	3865	2902
TGS1	174	186	224	197
TH	0	1	0	5
TH1L	296	274	448	323
THADA	298	221	430	301
THAP1	153	147	170	88
THAP10	8	8	10	9
THAP11	172	163	166	201
THAP2	92	79	131	93
THAP3	17	25	16	25
THAP4	273	287	355	574
THAP5	5	2	2	0
THAP6	155	130	204	94
THAP7	110	130	129	207
THAP8	27	35	17	25
THAP9	24	36	18	19
THBD	260	187	276	210
THBS1	118978	151639	106274	91340
THBS3	204	301	153	170
THBS4	15	58	12	125
THEG	0	0	0	0
THEM4	19	20	15	16
THEM5	0	0	2	0
THEMIS	3	0	2	0
THG1L	95	96	119	106
THNSL1	41	31	50	35
THNSL2	117	126	111	158
THOC1	114	138	162	62
THOC2	626	541	787	275
THOC5	220	282	222	264
THOC6	57	80	68	93
THOC7	248	283	350	205
THOP1	105	132	229	244
THPO	0	1	0	1
THRA	293	364	190	216
THRAP3	193	216	166	131
THRB	187	149	132	322
THRSP	0	0	0	0
THSD1	4	3	4	6
THSD7A	3	0	2	0
THSD7B	0	0	0	0
THUMPD1	130	127	132	87
THUMPD2	69	66	95	37
THUMPD3	331	356	508	303
THY1	5875	8409	6813	16692
THYN1	51	73	62	65
TIA1	459	502	517	278
TIAL1	481	517	670	523
TIAM1	149	42	146	30
TIAM2	153	139	129	60
TICAM1	3	4	2	4
TIE1	3	4	1	1
TIFA	39	39	54	34
TIFAB	0	0	0	0
TIGD1	45	52	40	33
TIGD4	3	5	2	0
TIGD6	15	15	32	18
TIGIT	0	0	0	0
TIMD4	0	0	0	0
TIMELESS	193	236	156	92
TIMM13	47	44	52	84
TIMM17A	821	836	1421	1006
TIMM17B	60	83	75	131
TIMM21	126	174	210	174
TIMM22	49	66	84	95
TIMM44	201	231	288	298
TIMM8A	33	29	48	47
TIMP2	4425	4425	5345	5707
TIMP3	57534	61725	87051	89458
TIMP4	0	2	1	0
TINAG	0	0	0	0
TINAGL1	10	1	4	2
TINF2	364	514	339	484
TIPARP	1801	1696	2482	1484
TIPIN	22	10	26	18
TIPRL	344	377	428	298
TIRAP	45	61	50	48
TJAP1	144	224	182	171
TJP1	978	883	1018	504
TJP2	225	266	300	344
TJP3	0	0	0	0
TK1	35	74	14	15
TK2	115	127	123	147
TKT	946	1154	1066	1463
TKTL1	0	0	0	2
TKTL2	0	0	0	0
TLCD1	31	51	43	80
TLCD2	10	7	6	2
TLE1	74	68	94	180
TLE2	23	34	20	34
TLE3	174	129	161	178
TLE4	484	802	487	527
TLE6	0	0	1	0
TLK1	256	250	197	79
TLL1	2	0	2	0
TLL2	27	32	11	10
TLN1	7426	7532	8238	6812
TLN2	698	540	1103	869
TLR1	8	3	4	2
TLR10	0	0	0	0
TLR2	0	0	0	0
TLR3	3	7	1	1
TLR4	311	354	142	108
TLR6	32	31	32	14
TLR7	0	0	0	0
TLR8	0	0	0	0
TLX1	0	0	0	0
TLX2	7	0	2	0
TLX3	0	0	0	0
TM2D1	156	177	199	102
TM2D2	483	523	647	753
TM2D3	110	95	84	82
TM4SF1	606	1365	351	660
TM4SF18	0	0	0	0
TM4SF19	0	2	1	0
TM4SF20	0	0	4	0
TM4SF4	2	1	0	0
TM4SF5	0	0	0	0
TM6SF1	14	14	12	3
TM6SF2	18	16	16	33
TM7SF2	4	6	16	10
TM7SF3	160	180	152	130
TM7SF4	14	3	2	3
TM9SF2	1598	2008	1631	1484
TM9SF3	1453	1315	1725	731
TM9SF4	619	598	705	720
TMBIM1	1729	2700	1569	2198
TMC1	1	2	0	0
TMC2	0	0	0	1
TMC3	2	1	5	2
TMC4	1	4	0	1
TMC5	0	1	0	0
TMC6	0	1	0	0
TMC7	13	19	6	8
TMC8	0	0	0	0
TMCC1	258	281	267	224
TMCC2	64	88	28	25
TMCC3	0	0	0	1
TMCO1	838	658	1360	870
TMCO4	115	154	130	139
TMCO5A	0	0	0	0
TMCO6	21	53	48	52
TMED1	332	328	313	546
TMED10	754	679	829	839
TMED3	956	1427	1047	2362
TMED4	421	565	519	613
TMED5	829	730	918	341
TMED8	23	23	25	12
TMED9	2925	2514	3383	4251
TMEFF2	0	2	1	2
TMEM100	12	8	2	6
TMEM101	193	167	256	297
TMEM102	8	20	8	3
TMEM104	70	71	74	83
TMEM105	0	0	0	0
TMEM106A	65	91	143	121
TMEM106B	241	207	296	92
TMEM106C	127	296	178	306
TMEM107	21	47	15	24
TMEM108	1	1	0	1
TMEM109	829	1076	1022	1313
TMEM11	147	208	235	365
TMEM111	309	347	360	448
TMEM114	0	0	0	0
TMEM115	514	543	629	697
TMEM117	278	321	292	145
TMEM119	2616	963	1621	1697
TMEM120B	30	27	60	41
TMEM123	684	747	756	307
TMEM125	0	0	0	0
TMEM126A	136	122	228	152
TMEM126B	194	166	222	124
TMEM127	1154	1263	1117	1038
TMEM128	14	20	16	29
TMEM129	198	215	225	253
TMEM131	701	704	754	412
TMEM132A	121	125	81	155
TMEM132B	179	196	127	129
TMEM132D	4	0	5	0
TMEM132E	7	17	14	61
TMEM134	44	67	81	133
TMEM135	72	67	53	37
TMEM136	74	67	106	64
TMEM138	132	126	231	224
TMEM143	27	24	9	33
TMEM144	30	16	23	4
TMEM145	1	1	0	1
TMEM147	189	226	222	357
TMEM14A	72	84	119	91
TMEM14C	56	54	101	116
TMEM150A	87	128	141	170
TMEM150B	0	0	0	0
TMEM150C	11	13	3	2
TMEM151B	8	18	14	12
TMEM156	1	0	1	0
TMEM159	114	134	39	34
TMEM160	8	12	12	19
TMEM161A	86	99	98	137
TMEM163	0	1	2	0
TMEM164	4	4	4	8
TMEM165	851	823	1152	1243
TMEM168	325	243	454	239
TMEM17	29	23	46	14
TMEM170A	11	17	15	4
TMEM170B	46	29	28	18
TMEM171	37	31	58	19
TMEM173	541	979	408	686
TMEM174	0	0	0	0
TMEM176B	0	0	0	1
TMEM177	26	27	41	59
TMEM178	3	1	4	2
TMEM179B	200	251	230	368
TMEM180	2	5	4	3
TMEM181	985	818	1531	811
TMEM182	4	6	5	1
TMEM183A	452	454	422	613
TMEM184B	919	1203	1267	1329
TMEM184C	419	389	456	286
TMEM186	47	51	68	65
TMEM188	8	4	6	7
TMEM19	145	188	139	86
TMEM190	4	3	0	0
TMEM192	56	59	70	38
TMEM194A	271	338	146	74
TMEM194B	38	46	34	18
TMEM196	0	0	0	0
TMEM198	51	49	33	46
TMEM199	189	196	239	309
TMEM200A	823	1415	1153	912
TMEM200B	5	5	3	1
TMEM202	0	0	0	0
TMEM204	26	66	55	107
TMEM206	27	64	32	48
TMEM208	231	226	265	438
TMEM209	115	95	101	62
TMEM211	0	0	0	0
TMEM215	0	0	0	0
TMEM216	91	71	139	202
TMEM217	10	5	4	4
TMEM219	117	143	143	268
TMEM22	27	51	15	21
TMEM220	3	9	4	9
TMEM221	3	3	1	0
TMEM222	137	226	139	272
TMEM223	207	238	256	383
TMEM225	0	0	0	0
TMEM229B	1	0	0	0
TMEM232	3	3	3	2
TMEM234	82	119	76	105
TMEM237	505	490	432	421
TMEM238	0	1	1	1
TMEM242	29	35	32	31
TMEM25	12	10	12	19
TMEM26	7	1	3	2
TMEM27	0	1	0	0
TMEM30A	3964	3538	4423	2255
TMEM30C	0	0	0	0
TMEM31	0	0	0	1
TMEM33	295	315	524	260
TMEM37	2	2	0	0
TMEM38A	1	7	1	5
TMEM38B	167	87	176	84
TMEM39A	589	487	1128	1100
TMEM39B	89	100	116	140
TMEM40	0	0	0	0
TMEM41A	177	189	248	210
TMEM41B	187	286	224	207
TMEM42	102	143	99	166
TMEM43	1610	1689	1925	1980
TMEM44	99	73	65	44
TMEM45A	754	675	597	869
TMEM45B	0	1	0	0
TMEM47	118	177	96	74
TMEM5	107	110	169	143
TMEM51	32	6	54	11
TMEM52	2	5	3	7
TMEM53	119	138	141	147
TMEM54	33	55	70	98
TMEM55A	179	206	176	110
TMEM55B	230	275	219	209
TMEM56	0	1	0	0
TMEM59	2684	2704	2663	3447
TMEM59L	5	49	4	47
TMEM60	123	120	95	93
TMEM62	85	107	81	66
TMEM63A	203	268	214	147
TMEM63B	232	336	200	250
TMEM63C	16	5	17	10
TMEM64	251	274	416	233
TMEM65	183	185	124	80
TMEM66	2052	1949	1921	1223
TMEM67	82	67	80	57
TMEM68	81	99	99	66
TMEM70	201	233	308	224
TMEM71	0	1	1	1
TMEM72	0	0	0	0
TMEM74	0	0	0	0
TMEM74B	0	1	1	1
TMEM79	199	234	158	171
TMEM80	53	48	35	47
TMEM81	15	10	14	5
TMEM82	0	0	0	0
TMEM85	239	198	276	375
TMEM86A	42	40	9	20
TMEM86B	1	6	4	3
TMEM87A	915	910	840	620
TMEM87B	226	184	198	147
TMEM88	2	4	0	6
TMEM89	2	1	1	1
TMEM8A	437	603	557	546
TMEM8B	113	148	140	168
TMEM8C	0	0	0	0
TMEM9	218	243	208	388
TMEM92	3	0	2	2
TMEM93	93	118	136	182
TMEM95	0	0	0	0
TMEM97	236	243	328	327
TMEM98	12	14	25	37
TMEM9B	119	95	151	171
TMF1	602	533	1184	364
TMIE	0	2	0	0
TMIGD1	0	0	0	0
TMLHE	68	80	79	67
TMOD1	85	127	126	92
TMOD2	538	422	434	134
TMOD3	1013	859	1075	526
TMOD4	0	0	0	0
TMPO	301	475	316	187
TMPRSS11A	1	0	0	0
TMPRSS11B	0	0	0	0
TMPRSS11D	0	0	0	0
TMPRSS11E	1	0	0	0
TMPRSS11F	0	0	0	0
TMPRSS12	0	0	0	0
TMPRSS13	0	0	0	0
TMPRSS15	0	0	0	0
TMPRSS2	0	0	0	0
TMPRSS3	0	0	0	0
TMPRSS4	0	0	0	0
TMPRSS6	0	2	1	2
TMPRSS7	0	0	0	0
TMPRSS9	10	17	12	19
TMSB10	1073	2138	1376	2559
TMSB15A	2	2	0	1
TMTC1	93	123	263	210
TMTC2	22	54	12	60
TMTC3	326	254	284	84
TMUB1	139	213	146	237
TMUB2	341	391	273	257
TMX1	437	342	571	196
TMX3	1525	1545	1549	646
TMX4	78	94	65	68
TNC	12736	18233	7502	17013
TNF	0	0	0	0
TNFAIP1	189	184	176	184
TNFAIP2	44	74	34	58
TNFAIP3	182	175	378	209
TNFAIP6	62	85	24	10
TNFAIP8	161	65	137	44
TNFAIP8L1	0	1	0	0
TNFAIP8L2	0	0	0	0
TNFAIP8L3	4	2	5	5
TNFRSF10A	3	26	4	16
TNFRSF10B	35	22	19	42
TNFRSF11A	3	0	14	0
TNFRSF11B	2955	3059	4450	2264
TNFRSF12A	2462	3103	3523	4923
TNFRSF13C	2	0	0	0
TNFRSF14	13	25	7	16
TNFRSF17	0	0	0	0
TNFRSF18	0	0	1	1
TNFRSF19	444	478	119	194
TNFRSF1A	682	821	596	703
TNFRSF1B	32	25	33	32
TNFRSF21	264	123	309	145
TNFRSF25	4	18	4	7
TNFRSF8	0	0	4	0
TNFRSF9	0	0	1	0
TNFSF10	1	0	0	0
TNFSF13B	2	3	4	1
TNFSF14	0	0	0	0
TNFSF15	0	0	0	0
TNFSF18	1	1	0	6
TNFSF4	65	94	70	111
TNFSF8	0	0	0	0
TNIK	65	27	180	28
TNIP1	689	659	949	1207
TNIP2	46	71	65	83
TNIP3	15	22	10	5
TNK1	12	17	8	5
TNKS2	1214	1117	1632	742
TNMD	0	0	0	0
TNN	0	0	0	1
TNNC1	7	13	9	35
TNNC2	1	5	2	6
TNNI1	1	1	2	0
TNNI2	0	0	0	0
TNNI3	0	0	0	0
TNNT1	1	0	0	0
TNNT2	0	0	0	0
TNNT3	0	0	0	0
TNP2	0	0	0	0
TNPO1	2421	1474	2583	1133
TNPO2	767	830	1242	1049
TNPO3	488	430	545	345
TNR	0	0	0	0
TNRC18	610	539	559	395
TNRC6A	741	645	770	377
TNRC6C	141	94	177	73
TNS1	1523	1283	2073	1823
TNS3	585	293	462	495
TNS4	10	4	4	2
TOB1	497	554	432	320
TOE1	106	114	86	131
TOM1	546	673	640	860
TOM1L1	43	49	63	35
TOM1L2	294	390	342	375
TOMM20L	0	0	1	3
TOMM22	86	92	143	240
TOMM34	674	573	1049	851
TOMM40L	150	179	219	250
TOMM70A	874	749	1487	964
TONSL	60	85	72	47
TOP1	280	264	451	259
TOP1MT	46	71	62	59
TOP2A	260	716	60	27
TOP2B	1134	1044	1218	513
TOP3A	194	225	281	249
TOP3B	72	123	96	96
TOPBP1	425	488	517	201
TOPORS	376	364	442	233
TOR1A	564	689	812	865
TOR1AIP1	566	525	741	505
TOR1AIP2	186	147	231	113
TOR1B	163	200	208	199
TOR2A	41	55	38	34
TOR3A	333	324	427	372
TOX	28	48	24	33
TOX2	63	10	21	3
TOX3	0	0	0	0
TOX4	138	155	171	190
TP53	120	118	99	162
TP53BP1	839	777	913	560
TP53BP2	341	394	269	257
TP53I11	62	43	85	106
TP53I13	70	117	113	185
TP53I3	177	305	133	203
TP53INP1	682	387	411	287
TP53INP2	343	637	163	210
TP53TG5	7	7	9	13
TP63	2	0	1	0
TP73	0	0	0	0
TPBG	1002	1340	560	432
TPCN1	179	116	134	118
TPCN2	72	112	70	83
TPD52	55	62	69	87
TPD52L1	37	50	91	124
TPD52L3	0	0	0	0
TPGS2	449	677	648	782
TPH1	0	0	4	1
TPH2	0	0	0	0
TPK1	4	8	3	3
TPM1	26935	37549	36330	41698
TPM2	5308	7909	8122	13571
TPM3	534	698	871	812
TPM4	91	108	177	201
TPP1	1159	1044	1132	758
TPP2	568	523	783	435
TPPP	0	0	0	0
TPPP2	0	0	0	0
TPRA1	254	378	267	347
TPRG1	2	2	0	0
TPRG1L	234	233	239	184
TPRKB	84	100	105	61
TPRN	26	38	47	56
TPST1	514	425	511	588
